C	gamma	kernel	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
10.0	0.01	rbf	0.7202020202020203	0.9818181818181818	0.6776618747078074
1000.0	0.01	rbf	0.7202020202020203	0.9818181818181818	0.6776618747078074
100.0	0.01	rbf	0.7202020202020203	0.9818181818181818	0.6776618747078074
1.0	0.01	rbf	0.6925589225589226	0.9800000000000001	0.6458683964469378
0.01	0.01	linear	0.9522895622895623	0.9408036890645588	0.9520400888265547
0.01	0.1	linear	0.9522895622895623	0.9408036890645588	0.9520400888265547
0.01	1.0	linear	0.9522895622895623	0.9408036890645588	0.9520400888265547
0.01	100.0	linear	0.9522895622895623	0.9408036890645588	0.9520400888265547
0.01	1000.0	linear	0.9522895622895623	0.9408036890645588	0.9520400888265547
100.0	0.1	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
10.0	0.1	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
10.0	1.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
10.0	100.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
10.0	1000.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
100.0	0.01	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
100.0	1000.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
100.0	1.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
100.0	100.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1.0	100.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1000.0	0.01	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1000.0	0.1	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1000.0	1.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1000.0	100.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1000.0	1000.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1.0	1000.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
10.0	0.01	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
0.1	1000.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1.0	1.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
0.1	1.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
0.1	0.1	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1.0	0.1	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
0.1	100.0	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1.0	0.01	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
0.1	0.01	linear	0.9485858585858585	0.9381781776999167	0.9482900888265545
1.0	1.0	rbf	0.5672390572390573	0.0	0.5
100.0	1000.0	rbf	0.5672390572390573	0.0	0.5
0.1	0.01	rbf	0.5672390572390573	0.0	0.5
1000.0	0.1	rbf	0.5672390572390573	0.0	0.5
0.01	1000.0	rbf	0.5672390572390573	0.0	0.5
0.1	0.1	rbf	0.5672390572390573	0.0	0.5
0.01	100.0	rbf	0.5672390572390573	0.0	0.5
1000.0	1.0	rbf	0.5672390572390573	0.0	0.5
0.01	1.0	rbf	0.5672390572390573	0.0	0.5
1000.0	100.0	rbf	0.5672390572390573	0.0	0.5
0.01	0.1	rbf	0.5672390572390573	0.0	0.5
100.0	100.0	rbf	0.5672390572390573	0.0	0.5
100.0	0.1	rbf	0.5672390572390573	0.0	0.5
100.0	1.0	rbf	0.5672390572390573	0.0	0.5
1.0	100.0	rbf	0.5672390572390573	0.0	0.5
0.1	1.0	rbf	0.5672390572390573	0.0	0.5
0.1	100.0	rbf	0.5672390572390573	0.0	0.5
10.0	1000.0	rbf	0.5672390572390573	0.0	0.5
10.0	100.0	rbf	0.5672390572390573	0.0	0.5
0.1	1000.0	rbf	0.5672390572390573	0.0	0.5
10.0	1.0	rbf	0.5672390572390573	0.0	0.5
10.0	0.1	rbf	0.5672390572390573	0.0	0.5
1.0	0.1	rbf	0.5672390572390573	0.0	0.5
0.01	0.01	rbf	0.5672390572390573	0.0	0.5
1.0	1000.0	rbf	0.5672390572390573	0.0	0.5
1000.0	1000.0	rbf	0.5672390572390573	0.0	0.5
