"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL3704653"	""	"None"	"320.42"	"0"	"4.47"	"BDBM172454"	"Cc1cccc(-n2nc(C)c(C)c2-c2cc3cnccc3s2)n1"	"IC50"	"'='"	"244.0"	"nM"	"6.61"	""	"366786"	"UO_0000065"	"20.64"	"0.39"	"2.14"	"15.17"	"0"	"CHEMBL3887994"	"ALK-5 Gene : ALK-5 gene reporter assay methods have been described in the art (see e.g., Maliekal et al. (2004) J Biol Chem 279(35):36287-36292). The compounds named in the specified Examples were tested as follows for inhibition of Smad binding element (SBE) luciferase reporter activity in TGFbeta1 stimulated NIH-3T3 cells. The following luciferase assay employs NIH/3T3 (murine fibroblast) cells, which are transiently transfected with a Smad binding element (SBE) luciferase reporter construct. This expressed construct is responsive to agents that stimulate the Smad signaling pathway."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"NIH3T3"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886533"	"37"	"BindingDB Database"	""	"2016"	"CHEMBL3307716"	""
"CHEMBL1766453"	""	"None"	"435.56"	"1"	"5.91"	"18a"	"Cc1cccc(-c2nn(CC(=S)Nc3ccccc3)cc2-c2ccc3ncccc3c2)n1"	"Activity"	"'='"	"44.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1768526"	"Inhibition of human recombinant ALK5 activity in human HaCaT cells assessed as TGFbeta-induced p3TP-luciferase reporter activity at 0.1 uM relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HaCaT"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1765000"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2011"	"CHEMBL3308509"	""
"CHEMBL4093131"	""	"None"	"391.45"	"0"	"4.37"	"44"	"Cc1ccc(F)c(-c2cc(Nc3ccnc4cn(C[C@H](C)O)nc34)c(C)cn2)c1"	"EC50"	"'='"	"79.43"	"nM"	"7.10"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4012445"	"Inhibition of ALK5 (unknown origin) expressed in SBE-bla HEK293T cells assessed as decrease in TGFbeta1-induced Smad2/3 phosphorylation by beta lactamase reporter gene assay"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4011610"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"None"	""
"CHEMBL4102696"	""	"None"	"337.33"	"0"	"4.35"	"16"	"Cc1cnc(-c2cc(F)ccc2F)cc1Nc1ccnc2cn[nH]c12"	"EC50"	"'='"	"31.62"	"nM"	"7.50"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4012446"	"Inhibition of ALK5 in human Calu6 cells assessed as reduction in Smad2/3 phosphorylation"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4011610"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"None"	""
"CHEMBL3640035"	""	"None"	"306.39"	"0"	"4.16"	"BDBM172455"	"Cc1cccc(-n2ncc(C)c2-c2cc3cnccc3s2)n1"	"IC50"	"'='"	"6.65"	"nM"	"8.18"	""	"317527"	"UO_0000065"	"26.69"	"0.51"	"4.02"	"18.75"	"1"	"CHEMBL3705778"	"Kinase Assay: Pharmacol 2002, 62 58-62) The compounds named in the specified Examples were tested as follows for inhibition of ALK-5 autophosphorylation activity and of the ALK-5 phosphorylation of α-Casem Materials. Buffer 50 mM HEPES, pH 76, with 10 mM NaCI, 10 mM MgCI2, and 1 mM DTT GST-ALK-5 protein - 0 44 mg/ml (roughly 7 μM stock) A 1 350 dilution gives a 20 nM stock, which translates to 2 nM final in assay Human ALK-5 was expressed in Sf9 insect cells infected with Bacul ovirus expressing a ALK-5 truncation sequence (amino acids H149 -M503), fused at the N-terminus to Glutathione S-transferase GST, in a pFastBac vector (Invitrogen) The cells were disrupted by sonication at 4 0C The lysate was centrifuged at 40,000 x g for 45 minutes, and the supernantant applied to a 10 ml column of Glutathione Sepharose 4 Fast Flow (AmershamBioscienses) equilibrated with 100 mM Tπs-HCI pH 76 buffer containing 300 mM NaCI, 10% glycerol, 1 % NP40, 2 mM dithiothreitol (DTT) and one Protease..."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3639269"	"37"	"BindingDB Database"	""	"2015"	"CHEMBL3308860"	""
"CHEMBL4066402"	""	"None"	"391.45"	"0"	"4.37"	"36"	"Cc1ccc(F)c(-c2cc(Nc3ccnc4cnn(C[C@@H](C)O)c34)c(C)cn2)c1"	"EC50"	"'='"	"501.19"	"nM"	"6.30"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4012446"	"Inhibition of ALK5 in human Calu6 cells assessed as reduction in Smad2/3 phosphorylation"	"A"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4011610"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"None"	""
"CHEMBL4474551"	""	"None"	"393.81"	"0"	"4.06"	"16"	"Cn1c(=O)n(-c2cc(-c3cc(Cl)ccc3F)nc3[nH]ccc23)c2ccncc21"	"IC50"	"'='"	"6.31"	"nM"	"8.20"	""	""	"UO_0000065"	"20.82"	"0.40"	"4.14"	"11.97"	"0"	"CHEMBL4427614"	"Inhibition of ALK5 (unknown origin) using fluorescein-labeled peptide substrate incubated for 90 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4425174"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2016"	"None"	""
"CHEMBL4467267"	""	"None"	"439.88"	"0"	"4.27"	"10"	"C[C@H](O)CNC(=O)c1cnccc1Nc1cc(-c2cc(Cl)ccc2F)nc2[nH]ccc12"	"IC50"	"'='"	"12.59"	"nM"	"7.90"	""	""	"UO_0000065"	"17.96"	"0.35"	"3.63"	"7.68"	"0"	"CHEMBL4427614"	"Inhibition of ALK5 (unknown origin) using fluorescein-labeled peptide substrate incubated for 90 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4425174"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2016"	"None"	""
"CHEMBL4452818"	""	"None"	"405.41"	"0"	"4.54"	"7"	"O=C(NC1CC1)c1cnccc1Nc1cc(-c2ccc(F)cc2F)nc2[nH]ccc12"	"EC50"	"'='"	"16.6"	"nM"	"7.78"	""	""	"UO_0000065"	"19.19"	"0.35"	"3.24"	"9.41"	"0"	"CHEMBL4427615"	"Inhibition of ALK5 in TGF beta1-stimulated HEK293T cells by SMAD binding element-driven beta lactamase reporter gene assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4425174"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2016"	"None"	""
"CHEMBL1766443"	""	"None"	"474.52"	"0"	"4.99"	"14d"	"COc1ccnc2ccc(-c3cn(CC(=O)Nc4cccc(C#N)c4)nc3-c3cccc(C)n3)cc12"	"Activity"	"'='"	"108.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1768526"	"Inhibition of human recombinant ALK5 activity in human HaCaT cells assessed as TGFbeta-induced p3TP-luciferase reporter activity at 0.1 uM relative to control"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HaCaT"	"None"	""	""	""	"CHEMBL4439"	"TGF-beta receptor type I"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1765000"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2011"	"CHEMBL3308509"	""
