"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL218088"	"GW435821X"	"0"	"268.32"	"0"	"2.67"	"GW435821X"	"Cc1cc(O)cc(C)c1/C=C/c1cncc(C(N)=O)c1"	"Inhibition"	"'='"	"2.8"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1961960"	"GSK_PKIS: CHEK1 mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL215205"	""	"0"	"218.22"	"0"	"1.70"	"31b, (CAN508)"	"Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1"	"Inhibition"	"'='"	"89.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL911807"	"Activity of CHK1 at 10 uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137343"	"1"	"Scientific Literature"	"J. Med. Chem."	"2006"	"None"	""
"CHEMBL1789961"	"GW513184X"	"0"	"360.38"	"0"	"2.98"	"GW513184X"	"COc1cc(C=NNc2ncnc3c2cnn3-c2ccccc2)ccc1O"	"Inhibition"	"'='"	"-2.87"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1961961"	"GSK_PKIS: CHEK1 mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL402108"	"GW708893X"	"0"	"417.90"	"1"	"5.60"	"GW708893X"	"Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCc4ccc(Cl)cc4)cc3)c2)o1"	"Inhibition"	"'='"	"1.36"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1961960"	"GSK_PKIS: CHEK1 mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL1944821"	""	"0"	"421.46"	"0"	"1.55"	"9"	"CCOC(=O)CCNC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(-c4ccccc4)cc32)N1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1947436"	"Inhibition of human CHK1 using STK1 as substrate after 10 mins by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1944635"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2012"	"None"	""
"CHEMBL1944822"	""	"0"	"363.42"	"0"	"2.01"	"10"	"CCCNC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(-c4ccccc4)cc32)N1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1947436"	"Inhibition of human CHK1 using STK1 as substrate after 10 mins by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1944635"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2012"	"None"	""
"CHEMBL220653"	""	"0"	"466.55"	"0"	"3.73"	"34"	"CC(=O)N1CCN(Cc2ccc3[nH]c(-c4cc5cc(-c6cn[nH]c6)ccc5[nH]c4=O)cc3c2)CC1"	"IC50"	"'='"	"2.5"	"nM"	"8.60"	""	""	"UO_0000065"	"18.44"	"0.34"	"4.87"	"8.53"	"0"	"CHEMBL908460"	"Inhibition of human CHEK1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145296"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2006"	"None"	""
"CHEMBL194062"	"GW572399X"	"0"	"315.35"	"0"	"2.73"	"GW572399X"	"NS(=O)(=O)c1ccc(Nc2ncc(-c3ccccc3)o2)cc1"	"Inhibition"	"'='"	"0.75"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1961960"	"GSK_PKIS: CHEK1 mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL1909404"	"GW581744X"	"0"	"406.42"	"0"	"2.49"	"GW581744X"	"NC(=O)c1ccc2c(-c3ccnc(NCCCO)n3)c(-c3ccc(F)cc3)nn2c1"	"Inhibition"	"'='"	"8.23"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1961960"	"GSK_PKIS: CHEK1 mean inhibition at 0.1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL389551"	""	"0"	"316.36"	"0"	"4.67"	"7"	"COc1cccc(-c2ccc3c(c2)Nc2ccccc2NC3=O)c1"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"19.92"	"0.36"	"1.63"	"12.51"	"0"	"CHEMBL894121"	"Inhibition of human recombinant Chk1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148724"	"1"	"Scientific Literature"	"J. Med. Chem."	"2007"	"None"	""
"CHEMBL429819"	""	"0"	"403.44"	"0"	"3.97"	"45a"	"COC(=O)Cc1ccc2c(c1)NC(=O)c1ccc(-c3ccc(N)c(OC)c3)cc1N2"	"IC50"	"'='"	"3.0"	"nM"	"8.52"	""	""	"UO_0000065"	"21.13"	"0.39"	"4.55"	"8.30"	"0"	"CHEMBL894121"	"Inhibition of human recombinant Chk1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148724"	"1"	"Scientific Literature"	"J. Med. Chem."	"2007"	"None"	""
