"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL209785"	""	"None"	"390.42"	"0"	"3.31"	"42"	"C[S+]([O-])c1ccccc1-c1cc2[nH]c3ccc(O)cc3c2c2c1C(=O)NC2=O"	"IC50"	"'>'"	"50000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL864856"	"Inhibition at human Chk1 in presence of 4 uM ATP"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145314"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""
"CHEMBL1822054"	""	"None"	"460.88"	"0"	"3.34"	"10"	"CC(=O)Nc1cn2nc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)ccc2n1"	"Activity"	"'='"	"100.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1827760"	"Activity of CHEK1 kinase at 1 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821651"	"1"	"Scientific Literature"	"J Med Chem"	"2011"	"None"	""
"CHEMBL215706"	""	"None"	"396.32"	"0"	"4.60"	"61"	"O=C1NC(=O)c2c1c(-c1ccc(C(F)(F)F)cc1)cc1[nH]c3ccc(O)cc3c21"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL864856"	"Inhibition at human Chk1 in presence of 4 uM ATP"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145314"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""
"CHEMBL380048"	""	"None"	"342.35"	"0"	"3.89"	"47"	"Cc1cccc(-c2cc3[nH]c4ccc(O)cc4c3c3c2C(=O)NC3=O)c1"	"IC50"	"'='"	"620.0"	"nM"	"6.21"	""	""	"UO_0000065"	"18.13"	"0.33"	"2.32"	"7.55"	"0"	"CHEMBL864856"	"Inhibition at human Chk1 in presence of 4 uM ATP"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145314"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""
"CHEMBL4439094"	""	"None"	"345.79"	"0"	"2.40"	"4t"	"O=C1NC2(CCCCC2)n2c1c(Cl)cc(Nc1ccncn1)c2=O"	"Activity"	"'='"	"100.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4350390"	"Inhibition of human CHK1 assessed as residual activity at 10 uM using KKKVSRSGLYRSPSMPENLNRPR as substrate by [gamma-33P]-ATP assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4346756"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2019"	"None"	""
"CHEMBL220902"	""	"None"	"449.55"	"1"	"6.03"	"30"	"O=c1[nH]c2ccc(-c3cccc(O)c3)cc2cc1-c1cc2cc(CN3CCCCC3)ccc2[nH]1"	"EC50"	"'='"	"6300.0"	"nM"	"5.20"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL908461"	"Release of camptothecin-induced cell cycle arrest in NCI-H1299 cells mediated by CHEK1 inhibition"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"NCI-H1299"	"None"	""	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145296"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"CHEMBL3308501"	""
"CHEMBL3301622"	"GILTERITINIB"	"4.0"	"552.72"	"1"	"2.70"	"Gilteritinib"	"CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1"	"Kd"	"'>'"	"30000.0"	"nM"	""	""	"Inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3991666"	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	"B"	"BAO_0000220"	"subcellular format"	"Homo sapiens"	"None"	"None"	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	"Cell lysate"	"Direct Binder: yes"	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3991601"	"48"	"Kuster lab chemical proteomics drug profiling"	"Science"	"2017"	"None"	""
"CHEMBL1908391"	"MASITINIB"	"4.0"	"498.66"	"1"	"5.26"	"Masitinib"	"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1"	"Kd"	"'>'"	"30000.0"	"nM"	""	""	"Inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3991666"	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	"B"	"BAO_0000220"	"subcellular format"	"Homo sapiens"	"None"	"None"	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	"Cell lysate"	"Direct Binder: yes"	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3991601"	"48"	"Kuster lab chemical proteomics drug profiling"	"Science"	"2017"	"None"	""
"CHEMBL3184679"	"AZD-4547"	"2.0"	"463.58"	"0"	"3.65"	"AZD-4547"	"COc1cc(CCc2cc(NC(=O)c3ccc(N4CC(C)NC(C)C4)cc3)n[nH]2)cc(OC)c1"	"Kd"	"'>'"	"30000.0"	"nM"	""	""	"Inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3991666"	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	"B"	"BAO_0000220"	"subcellular format"	"Homo sapiens"	"None"	"None"	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	"Cell lysate"	"Direct Binder: yes"	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3991601"	"48"	"Kuster lab chemical proteomics drug profiling"	"Science"	"2017"	"None"	""
"CHEMBL491473"	"CEDIRANIB"	"3.0"	"450.51"	"1"	"5.22"	"Cediranib"	"COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1"	"Kd"	"'>'"	"30000.0"	"nM"	""	""	"Inactive"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3991666"	"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry."	"B"	"BAO_0000220"	"subcellular format"	"Homo sapiens"	"None"	"None"	"K-562, COLO 205, SK-N-BE(2) and MV-4-11"	"Cell lysate"	"Direct Binder: yes"	""	""	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3991601"	"48"	"Kuster lab chemical proteomics drug profiling"	"Science"	"2017"	"None"	""
