C	gamma	kernel	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
10.0	0.01	rbf	0.6494801641586868	0.9800000000000001	0.5622128851540615
1000.0	0.01	rbf	0.6494801641586868	0.9800000000000001	0.5622128851540615
100.0	0.01	rbf	0.6494801641586868	0.9800000000000001	0.5622128851540615
1.0	0.01	rbf	0.6225170998632011	0.9	0.5279411764705881
0.01	0.01	linear	0.9014637482900139	0.879415851384542	0.8973023055375997
0.01	0.1	linear	0.9014637482900139	0.879415851384542	0.8973023055375997
0.01	1.0	linear	0.9014637482900139	0.879415851384542	0.8973023055375997
0.01	100.0	linear	0.9014637482900139	0.879415851384542	0.8973023055375997
0.01	1000.0	linear	0.9014637482900139	0.879415851384542	0.8973023055375997
100.0	0.1	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
10.0	0.1	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
10.0	1.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
10.0	100.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
10.0	1000.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
100.0	0.01	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
100.0	1000.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
100.0	1.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
100.0	100.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1.0	100.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1000.0	0.01	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1000.0	0.1	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1000.0	1.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1000.0	100.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1000.0	1000.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1.0	1000.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
10.0	0.01	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
0.1	1000.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1.0	1.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
0.1	1.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
0.1	0.1	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1.0	0.1	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
0.1	100.0	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1.0	0.01	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
0.1	0.01	linear	0.8956087551299591	0.8629706019510539	0.8933995906054731
1.0	1.0	rbf	0.6002325581395348	0.0	0.5
100.0	1000.0	rbf	0.6002325581395348	0.0	0.5
0.1	0.01	rbf	0.6002325581395348	0.0	0.5
1000.0	0.1	rbf	0.6002325581395348	0.0	0.5
0.01	1000.0	rbf	0.6002325581395348	0.0	0.5
0.1	0.1	rbf	0.6002325581395348	0.0	0.5
0.01	100.0	rbf	0.6002325581395348	0.0	0.5
1000.0	1.0	rbf	0.6002325581395348	0.0	0.5
0.01	1.0	rbf	0.6002325581395348	0.0	0.5
1000.0	100.0	rbf	0.6002325581395348	0.0	0.5
0.01	0.1	rbf	0.6002325581395348	0.0	0.5
100.0	100.0	rbf	0.6002325581395348	0.0	0.5
100.0	0.1	rbf	0.6002325581395348	0.0	0.5
100.0	1.0	rbf	0.6002325581395348	0.0	0.5
1.0	100.0	rbf	0.6002325581395348	0.0	0.5
0.1	1.0	rbf	0.6002325581395348	0.0	0.5
0.1	100.0	rbf	0.6002325581395348	0.0	0.5
10.0	1000.0	rbf	0.6002325581395348	0.0	0.5
10.0	100.0	rbf	0.6002325581395348	0.0	0.5
0.1	1000.0	rbf	0.6002325581395348	0.0	0.5
10.0	1.0	rbf	0.6002325581395348	0.0	0.5
10.0	0.1	rbf	0.6002325581395348	0.0	0.5
1.0	0.1	rbf	0.6002325581395348	0.0	0.5
0.01	0.01	rbf	0.6002325581395348	0.0	0.5
1.0	1000.0	rbf	0.6002325581395348	0.0	0.5
1000.0	1000.0	rbf	0.6002325581395348	0.0	0.5
