C	gamma	kernel	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
0.01	0.01	linear	0.926530612244898	0.9681818181818181	0.9146415607985482
0.01	0.1	linear	0.926530612244898	0.9681818181818181	0.9146415607985482
0.01	1.0	linear	0.926530612244898	0.9681818181818181	0.9146415607985482
0.01	100.0	linear	0.926530612244898	0.9681818181818181	0.9146415607985482
0.01	1000.0	linear	0.926530612244898	0.9681818181818181	0.9146415607985482
100.0	0.1	rbf	0.8714285714285716	0.9677272727272725	0.8432924984875984
1.0	0.1	rbf	0.8693877551020408	0.9677272727272725	0.8409240774349668
1000.0	0.1	rbf	0.8714285714285716	0.9677272727272725	0.8432924984875984
10.0	0.1	rbf	0.8714285714285716	0.9677272727272725	0.8432924984875984
0.1	0.01	rbf	0.8163265306122449	0.9636363636363636	0.7737613430127042
1.0	0.01	rbf	0.9285714285714285	0.9576262626262626	0.9190139140955835
1000.0	0.01	rbf	0.9469387755102041	0.9444722918407129	0.945713853599516
100.0	0.01	rbf	0.9469387755102041	0.9444722918407129	0.945713853599516
10.0	0.01	rbf	0.9489795918367347	0.9444722918407129	0.948213853599516
0.1	1.0	linear	0.9408163265306122	0.9363636363636363	0.9387840290381124
0.1	1000.0	linear	0.9408163265306122	0.9363636363636363	0.9387840290381124
0.1	0.01	linear	0.9408163265306122	0.9363636363636363	0.9387840290381124
0.1	100.0	linear	0.9408163265306122	0.9363636363636363	0.9387840290381124
0.1	0.1	linear	0.9408163265306122	0.9363636363636363	0.9387840290381124
1000.0	0.01	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
100.0	1000.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
100.0	100.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
100.0	1.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
1000.0	0.1	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
1000.0	100.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
100.0	0.1	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
1000.0	1000.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
100.0	0.01	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
10.0	1000.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
10.0	100.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
10.0	1.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
1000.0	1.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
10.0	0.01	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
10.0	0.1	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
1.0	1000.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
1.0	0.1	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
1.0	1.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
1.0	100.0	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
1.0	0.01	linear	0.9244897959183674	0.9138454469507101	0.9220024198427103
10.0	1000.0	rbf	0.6	0.0	0.5
0.1	100.0	rbf	0.6	0.0	0.5
0.01	0.1	rbf	0.6	0.0	0.5
1000.0	100.0	rbf	0.6	0.0	0.5
0.01	1.0	rbf	0.6	0.0	0.5
1000.0	1.0	rbf	0.6	0.0	0.5
0.01	100.0	rbf	0.6	0.0	0.5
0.01	1000.0	rbf	0.6	0.0	0.5
0.1	0.1	rbf	0.6	0.0	0.5
0.1	1.0	rbf	0.6	0.0	0.5
100.0	1000.0	rbf	0.6	0.0	0.5
1.0	100.0	rbf	0.6	0.0	0.5
0.1	1000.0	rbf	0.6	0.0	0.5
100.0	100.0	rbf	0.6	0.0	0.5
0.01	0.01	rbf	0.6	0.0	0.5
100.0	1.0	rbf	0.6	0.0	0.5
10.0	1.0	rbf	0.6	0.0	0.5
1.0	1000.0	rbf	0.6	0.0	0.5
1.0	1.0	rbf	0.6	0.0	0.5
10.0	100.0	rbf	0.6	0.0	0.5
1000.0	1000.0	rbf	0.6	0.0	0.5
