activation	alpha	early_stopping	hidden_layer_sizes	learning_rate	max_iter	solver	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
logistic	0.1	True	(50,)	constant	500	adam	0.8490566037735849	0.940734188412207	0.8189684139784946
logistic	0.1	True	(50,)	constant	1000	adam	0.8490566037735849	0.940734188412207	0.8189684139784946
logistic	0.1	True	(50,)	invscaling	500	adam	0.8490566037735849	0.940734188412207	0.8189684139784946
logistic	0.1	True	(50,)	invscaling	1000	adam	0.8490566037735849	0.940734188412207	0.8189684139784946
logistic	0.1	True	(50,)	adaptive	500	adam	0.8490566037735849	0.940734188412207	0.8189684139784946
logistic	0.1	True	(50,)	adaptive	1000	adam	0.8490566037735849	0.940734188412207	0.8189684139784946
logistic	0.001	True	(50,)	constant	500	adam	0.850943396226415	0.9132248513440464	0.8252829999301774
logistic	0.001	True	(50,)	invscaling	1000	adam	0.850943396226415	0.9132248513440464	0.8252829999301774
logistic	0.001	True	(50,)	invscaling	500	adam	0.850943396226415	0.9132248513440464	0.8252829999301774
logistic	0.001	True	(50,)	constant	1000	adam	0.850943396226415	0.9132248513440464	0.8252829999301774
logistic	0.001	True	(50,)	adaptive	500	adam	0.850943396226415	0.9132248513440464	0.8252829999301774
logistic	0.001	True	(50,)	adaptive	1000	adam	0.850943396226415	0.9132248513440464	0.8252829999301774
logistic	0.01	True	(50,)	adaptive	1000	adam	0.8490566037735849	0.9128081846773796	0.822902047549225
logistic	0.01	True	(50,)	invscaling	1000	adam	0.8490566037735849	0.9128081846773796	0.822902047549225
logistic	0.01	True	(50,)	invscaling	500	adam	0.8490566037735849	0.9128081846773796	0.822902047549225
logistic	0.01	True	(50,)	constant	500	adam	0.8490566037735849	0.9128081846773796	0.822902047549225
logistic	0.01	True	(50,)	constant	1000	adam	0.8490566037735849	0.9128081846773796	0.822902047549225
logistic	0.01	True	(50,)	adaptive	500	adam	0.8490566037735849	0.9128081846773796	0.822902047549225
logistic	0.1	True	(100,)	constant	1000	adam	0.8339622641509434	0.9115934065934066	0.8043556242144951
logistic	0.1	True	(100,)	adaptive	1000	adam	0.8339622641509434	0.9115934065934066	0.8043556242144951
logistic	0.1	True	(100,)	invscaling	1000	adam	0.8339622641509434	0.9115934065934066	0.8043556242144951
logistic	0.1	True	(100,)	invscaling	500	adam	0.8339622641509434	0.9115934065934066	0.8043556242144951
logistic	0.1	True	(100,)	constant	500	adam	0.8339622641509434	0.9115934065934066	0.8043556242144951
logistic	0.1	True	(100,)	adaptive	500	adam	0.8339622641509434	0.9115934065934066	0.8043556242144951
logistic	0.001	True	(100,)	constant	1000	adam	0.8415094339622641	0.9016165413533835	0.8162265657729367
