"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL204934"	"GW813360X"	"None"	"345.37"	"0"	"2.67"	"GW813360X"	"COc1cccc(-n2cnc3c(N/N=C/c4ccncc4)ncnc32)c1"	"Inhibition"	"'='"	"-4.73"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1961877"	"GSK_PKIS: AKT2 mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL1802727"	""	"None"	"365.39"	"0"	"1.94"	"Indirubin_E804"	"O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCC(O)CO"	"Residual Activity"	"'='"	"89.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219394"	"Millipore: Percentage of residual kinase activity of AKT2 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL471901"	""	"None"	"340.31"	"0"	"1.71"	"Syk_Inhibitor_II"	"NCCNc1ncc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1"	"Residual Activity"	"'='"	"101.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219394"	"Millipore: Percentage of residual kinase activity of AKT2 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL53753"	""	"None"	"330.19"	"0"	"3.57"	"PD-158780"	"CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1"	"Residual Activity"	"'='"	"114.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219395"	"Millipore: Percentage of residual kinase activity of AKT2 at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL101253"	"VATALANIB"	"3.0"	"346.82"	"1"	"5.01"	"PTK-787"	"Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1"	"Kd"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1908536"	"Binding constant for AKT2 kinase domain"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1908390"	"1"	"Scientific Literature"	"Nat Biotechnol"	"2011"	"None"	""
"CHEMBL2218926"	""	"None"	"305.17"	"0"	"3.88"	"Tyrphostin AG-1024"	"CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O"	"Residual Activity"	"'='"	"147.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219394"	"Millipore: Percentage of residual kinase activity of AKT2 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL80713"	""	"None"	"400.48"	"0"	"1.82"	"Cdk2_Inhibitor_III"	"COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1"	"Residual Activity"	"'='"	"97.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219394"	"Millipore: Percentage of residual kinase activity of AKT2 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem J"	"2013"	"None"	""
"CHEMBL1794062"	"GW577921A"	"None"	"302.76"	"0"	"4.09"	"GW577921A"	"COc1ccccc1Nc1ncc(-c2ccccc2)o1.Cl"	"Inhibition"	"'='"	"2.82"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1961877"	"GSK_PKIS: AKT2 mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL1909367"	"GW680908A"	"None"	"587.94"	"2"	"5.38"	"GW680908A"	"COC(=O)Nc1nc2ccc(S(=O)(=O)c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1.Cl"	"Inhibition"	"'='"	"1.74"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1961877"	"GSK_PKIS: AKT2 mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
"CHEMBL230597"	"GSK-586581A"	"None"	"381.46"	"0"	"3.07"	"GSK586581A"	"CS(=O)(=O)Nc1ccc(-c2cc(-c3ccccc3)cc(C(N)=O)c2N)cc1"	"Inhibition"	"'='"	"1.28"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1961877"	"GSK_PKIS: AKT2 mean inhibition at 1 uM [Nanosyn]"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2431"	"Serine/threonine-protein kinase AKT2"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1961873"	"16"	"GSK Published Kinase Inhibitor Set"	""	""	"None"	""
