C	gamma	kernel	mean_valid_accuracy	mean_valid_precision	mean_valid_auc
10.0	0.01	rbf	0.839622641509434	0.9882352941176471	0.8014204545454546
1000.0	0.01	rbf	0.839622641509434	0.9882352941176471	0.8014204545454546
100.0	0.01	rbf	0.839622641509434	0.9882352941176471	0.8014204545454546
1.0	0.01	rbf	0.7981132075471697	0.9866666666666667	0.749797077922078
0.01	0.01	linear	0.8716981132075473	0.850465557833979	0.8647631266582879
0.01	0.1	linear	0.8716981132075473	0.850465557833979	0.8647631266582879
0.01	1.0	linear	0.8716981132075473	0.850465557833979	0.8647631266582879
0.01	100.0	linear	0.8716981132075473	0.850465557833979	0.8647631266582879
0.01	1000.0	linear	0.8716981132075473	0.850465557833979	0.8647631266582879
100.0	0.1	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
10.0	0.1	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
10.0	1.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
10.0	100.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
10.0	1000.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
100.0	0.01	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
100.0	1000.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
100.0	1.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
100.0	100.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1.0	100.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1000.0	0.01	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1000.0	0.1	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1000.0	1.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1000.0	100.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1000.0	1000.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1.0	1000.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
10.0	0.01	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1.0	1.0	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1.0	0.1	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
1.0	0.01	linear	0.8339622641509434	0.8136285858216805	0.8237065354000839
0.1	1000.0	linear	0.8320754716981131	0.81315239534549	0.8213255830191315
0.1	1.0	linear	0.8320754716981131	0.81315239534549	0.8213255830191315
0.1	0.1	linear	0.8320754716981131	0.81315239534549	0.8213255830191315
0.1	100.0	linear	0.8320754716981131	0.81315239534549	0.8213255830191315
0.1	0.01	linear	0.8320754716981131	0.81315239534549	0.8213255830191315
1.0	1.0	rbf	0.6	0.0	0.5
100.0	1000.0	rbf	0.6	0.0	0.5
0.1	0.01	rbf	0.6	0.0	0.5
1000.0	0.1	rbf	0.6	0.0	0.5
0.01	1000.0	rbf	0.6	0.0	0.5
0.1	0.1	rbf	0.6	0.0	0.5
0.01	100.0	rbf	0.6	0.0	0.5
1000.0	1.0	rbf	0.6	0.0	0.5
0.01	1.0	rbf	0.6	0.0	0.5
1000.0	100.0	rbf	0.6	0.0	0.5
0.01	0.1	rbf	0.6	0.0	0.5
100.0	100.0	rbf	0.6	0.0	0.5
100.0	0.1	rbf	0.6	0.0	0.5
100.0	1.0	rbf	0.6	0.0	0.5
1.0	100.0	rbf	0.6	0.0	0.5
0.1	1.0	rbf	0.6	0.0	0.5
0.1	100.0	rbf	0.6	0.0	0.5
10.0	1000.0	rbf	0.6	0.0	0.5
10.0	100.0	rbf	0.6	0.0	0.5
0.1	1000.0	rbf	0.6	0.0	0.5
10.0	1.0	rbf	0.6	0.0	0.5
10.0	0.1	rbf	0.6	0.0	0.5
1.0	0.1	rbf	0.6	0.0	0.5
0.01	0.01	rbf	0.6	0.0	0.5
1.0	1000.0	rbf	0.6	0.0	0.5
1000.0	1000.0	rbf	0.6	0.0	0.5
